"USERID","REQUESTEDURL"
5521,"for_my_lady_2008_dj_drix,da_lhe_sa_mo_alex_2008_dj_silva_dj_drix,kuduro_pa_2008_dj_drix,aquela_unidade_2008_dj_drix_dj_cratera,jogada_de_mestre_2008_dj_cratera_dj_drix,kalemba_feat_pongolove_1_remix_house_dj_drix,kuza_bruto_2008_dj_cratera_dj_drix,stoned_2008_dj_drix,ta_gra_a_ssiv_o_2008_dj_silva_dj_drix,vocee_ta_bravo_2008_dj_drix"
5525,"put_on_the_lights,sombra_de_mulher,wrong_from_the_start,break_it,faces,nada,na_o_posso_ficar_calado,revoltado_eu_faa_o_hiphop_mixtape_poet,suicidology,ta_pioneiro_ft_ag_ir_som_tuga_par"
5526,"aborto_ft_hm,amizade_perda_o,pra_ncipio_da_desilusa_o,sentimentos_na_life,ca_tait_un_bon_copain,a_minha_apresentaa_ao,aquele_gajo,are_you_ready_1,ataque,cisco_houseguitarra"
5528,"i_got_my_mojo_working_ao_vivo,sweet_home_alabama,noite_remix_fe_at_mauro_s,a_mbar,a_raza_o_1,astera_ide,egipto,la_tus,libido,magia_1"
5529,"01_in_love,100_anos,10_sem_ti_na_o_da_kutegash_ft_hm,1_dia_one_day_mc_fly_feat_ronald_isley,1_vive_a_vida_kutegash,3_30_am_link,4_ever,4life_jackpot,6_thefive_kutegash,7_para_ti_amigo_kutegash"
5530,"7a_andar,desalinhado,quem_me_dera_1,acreditar_ao_vivo,sera_ao_vivo,1_vive_a_vida_kutegash,4_6a_feira_reggaeton_ft_saraiva,7_para_ti_amigo_kutegash,afrika_fica_comigo,agir_to_pionei_ro_son_tuga_pra_danxar"
5531,"amizade_perda_o,pra_ncipio_da_desilusa_o,aborto_ft_hm,sentimentos_na_life,ca_tait_un_bon_copain,crimson_landscape_1,deep_down_inside,karma,longe_do_amor,ventura"
5532,"bluz,it_hurts,relaxing,howling_a_pray_for_wolf,this_only_happens_on_the_road,all_right,hm_sentimento_em_sila_ncio_ft_major,hm_vale_a_pena_voltar_atras_ft_kute_gash,hm_vsilva_ja_nao_aguento_acabou,hm_duvidas_do_talento"
5535,"danito_tarde_demais,danito_ft_myth_jp_lagrimas_na_cara,danito_ft_jp_marrone_o_nosso_amor_acabou_danito_produa_a_o,jp_ft_danito_nada_vai_ser_igual,jp_ft_danito_ainda_penso_em_ti,danito_jp_ft_rafa_dana_porque,jp_ft_danito_vou_ter_que_esquecer_danito_produa_a_o,danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim,7a_andar,desalinhado"
5536,"armadura_beat,da_cidade_ata_ao_ghetto_beat,desculpa_beat,fecha_os_olhos_beat,mesma_moeda_beat,na_o_critiques_beat,opurtunidade_beat,problemas_beat,pucheline_beat,realidade_beat"
5539,"fico_a_espera_quer_o_ver_o_fim,tenho_medo_diz_uma_criana_a,nem_as_paredes_confesso,na_o_sei_se_merea_o,batam_com_a_cabea_a_no_cha_o,para_que_sonhar,ata_onde_posso_ir_aca_stico,na_o_quero_vida_de_militar,quero_te_ver_nua,sa_tu_e_eu_uma_historia_mal_contada"
5540,"mulheres_nuas,escape_radio_edit,gone,gone_radio_edit,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar"
5545,"vera_o_2008_com_dj_rodondo,disco_dance_rhythm,feel_the_beat_1,carnaval_2008_com_dj_rodondo,dj_rodondo_com_a_melhor_entrada_2002,feat_chullage,mara_o_2008_com_rodondo,pseudo_mcs_ft_bonus,rodondo_em_sintra,1a_versa_o_no_meu_bolso_vazio_pof_ft_dassulla"
5547,"a_abrila,broken_system_1,mctropas_o_peso_da_culpa_r_i_p_filha,mentes_de_coraa_a_o_1,na_o_sei_se_merea_o,alpha_variaa_a_es_na_progressa_o_de_acordes_secreta_de_felipe_cotti,amo_te_alma_ga_mea,arte_urbana_ft_anjo_mrk,asher_ft_ruby_c_bomb_putos_di_ghetto,ata_onde_posso_ir_aca_stico"
5548,"xadrez_da_vida,persona_non_grata,abelha_rainha,agir_girlfriend,agir_sagres_love_is_love,agir_to_pionei_ro_son_tuga_pra_danxar,babila_nia,blue_bossa,bo_ten_qu_luta,come_cover_me_feat_jah_milton"
5553,"preciso_encontrar_te_urgentemente,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2,02_00am,02_bueda_vezes_stone"
5560,"strange_things_can_happen,feitia_o,negras_como_a_noite,last_control,wad_sa_ntese_da_ambia_ncia_sonora_do_museu_do_rio_alcoutim,creep_2,lounge_control,prela_dio,minimal_part_ii,fico_a_espera_quer_o_ver_o_fim"
5566,"a_arte_mais_bela,bu_ka_ten_eskapatori,puto_ko_tchora_ghetto_shadows_mortex_com_b_shadd,so_te_digo_a_uma_coisa_beef,nova_geraa_a_o,keres_ser_o_valete,02_djas_di_street_krew_2008_dj_ka_nada_for_all_my_friends,05_djas_di_street_krew_2008_dj_ka_nada_ku_techno,08_djas_di_street_krew_2008_dj_k_l_feat_dj_master_g_sem_txoru,11_djas_di_street_krew_2008_dj_hodji_alameda_das_palmeiras_bela_vista"
5574,"a_arte_mais_bela,abre_os_olhos_1,a_minha_hista_ria_ft_missy_e_gijoe,a_minha_luta,a_minha_outra_hista_ria,amizade_na_o_se_vende,amor_sem_fim_hip_hop,aquele_momento_1,arrependimento,a_s_sa_tu_2009"
5576,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
5578,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
5582,"all_i_ever_wanted,buraka_vs_antoine_clamaran_babylon_remix,dancemusicmix,davaj_davaj_remix,devil_drums_remix,djdaniel,dj_di_street_r_emix_trance_12,dj_di_street_r_emix_trance_19,dj_mvboss_stop_and_go,dj_pak_by_champions_league"
5584,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
5586,"a_s_tu,ata_ao_fim,eu_sou_assim_2,lembre_de_mim,tempo_4,when_the_night_falls,abri_odjo,suberanoas,coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia,mctropas_o_peso_da_culpa_r_i_p_filha"
5587,"dih_feat_sa_raia_subras_block_eu_a_queria_caparica_ms,dih_ft_pigmeu_babynext_subras_bloock_underground,dih_subraxblo_ck_ms_o_rap_a_me_eskea_e_productionz_dihkaparikazi,kjr_diurne_dih_a_o_fumo_hiphop_streetz,dih_subraxblock_na_o_sou_o_k_tu_pensas_margem_sul_caparika,punch_lineee_xoye_txara_feat_jo_yo_e_rb,p_unit_puto_eu_dou_te_go_p_unit_productions,so_te_digo_a_uma_coisa_beef,xoye_feat_jo_yo_fuck_that_bitches_carta_d_amor,ovni_fogo_verbal_project_o"
5588,"a_juventude,al_reves,a_madeira_a_um_jardim,anormais,a_puta_da_nossa_vida,ata_onde_posso_ir_aca_stico,batam_com_a_cabea_a_no_cha_o,better_day,check_me_naked_online,covarde"
5593,"g_foxx_tas_a_kurtir_tas_a_sentir_2008,kenny_g_ft_cyntiiah_g_ft_g_foxx_realidade_2008,kenny_g_ft_cyntiiah_g_sera_2008,kenny_g_ft_g_foxx_e_miss_g_a_lua_mp3,makete,audia_ao_singular_2008,g_foxx_facada_nas_costas_a_mim_na_o_2008,amor_ao_hiphop_tuga_2008,kenny_g_a_minha_desillusao_2007,g_foxx_feat_cynthiah_g_n_te_kru_perder_2007"
5599,"aa_ores_marchi_nha,ai_ondas_do_mar_de_vigo,assovio_de_cobra_andra_ciraudo_bruno_py_e_gustavo_melo,astrolabios,a_s_tudo_o_que_preciso,batam_com_a_cabea_a_no_cha_o,bate_o_pa,betterman,cancao_de_isabel,cantar_dana_ar_pular"
5600,"3_noites,k_na_hora,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2,02_00am"
5612,"ncs_feat_jay_c_reflexao_mensagem,jay_c_amo_te_ines_letra_de_gona_alinho,djay_c_remixstacion_2_parte_1,jay_c_vamos_mudar,jay_c_a_estigar_scrool_free_gravado_por_telemovel_ma_qualidade,fuck_off_katchorras_canuca_ft_isek,resposta_ao_kamel_estiga,pedro_monteverde_3_11_5,hm_vale_a_pena_voltar_atras_ft_kute_gash,ilusa_o_ft_ana_ferreira_o_que_penso"
5614,"strange_things_can_happen,1_vive_a_vida_kutegash,kutegash_porque_nao_mudas_por_mim,fuck_off_katchorras_canuca_ft_isek,7_para_ti_amigo_kutegash,nao_deixo_de_pensar_mk,feitia_o,negras_como_a_noite,sou_o_que_quiseres_mk,wad_sa_ntese_da_ambia_ncia_sonora_do_museu_do_rio_alcoutim"
5616,"mctropas_o_peso_da_culpa_r_i_p_filha,tropas_ft_thuga_g_partida_injusta_nuqqa_l_4ever,p_unit_ft_tropas_isek_patakeiros_no_movimento,tropas_ft_dany_boy_caminhantes_do_hip_hop,a_o_movimento_mixtape_discurso_directo_tropas_isek_c_heetif,kutegash_porque_nao_mudas_por_mim,danito_ft_myth_jp_lagrim_as_na_cara,jp_ft_danito_ainda_penso_em_ti,ainda_penso_em_ti,danito_tarde_demais"
5621,"alegre_se_fez_triste,a_meu_amor_marinheiro,a_natal,a_rosa_e_o_chico,brincadeira,cantar_de_emigraa_a_o,canto_o_fado,escapula_rio,estrela_da_tarde_1,eu_queria_cantar_te_um_fado"
5626,"so_quero_voltar_a_ter,amarradinho_em_voca,corpo_alma_e_coraa_a_o,hoje_a_festa_a_nossa,meu_grande_amor_1,eras_a_minha_ft_ntk,a_sa_s_com_a_nostalgia,sente_o_beat,inato_ft_infiltrado_fofa,tu_a_s_a_minha_mulher"
5628,"escape_radio_edit,gone,gone_radio_edit,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2"
5629,"125_azul_trovante,a_mema_ria_das_naus_pra_mixagem,a_ilha,conversa_a_dois,ata_um_dia,e_quando_tocava,na_o_caias_nessa,o_pudim,os_meus_hera_is,postcard_canyons"
5632,"danito_ft_jp_marrone_o_nosso_amor_acabou_danito_produa_a_o,danito_jp_ft_rafa_dana_porque,jp_ft_danito_vou_ter_que_esquecer_danito_produa_a_o,dilemas_da_vida_mk,jp_ft_danito_ainda_penso_em_ti,kritiko_ft_malaba_filme_esta_feito,major_ft_distinto_sera_amor,passado_vs_presente,tu_a_s_jazz_r_b,wake_up_2009"
5644,"hm_vale_a_pena_voltar_atras_ft_kute_gash,hm_sentimento_em_sila_ncio_ft_major,hm_vsilva_ja_nao_aguento_acabou,ta_pioneiro_ft_ag_ir_som_tuga_par,dona_do_meu_tempo,tu_sabes_3,hm_duvidas_do_talento,hm_sente_meu_ataque,desculpa_eu_ser_assim,1_vive_a_vida_kutegash"
5645,"strange_things_can_happen,40a_a_sombra,creep_1,danito_ft_myth_jp_lagrim_as_na_cara,eu_ja_me_convenci,lounge_control,mafia_urbana,mama_na_o_chora,stuck_inside,airport_tunnel"
5646,"2_consolation_prize,3_melody_pops,dance_1,perkaholic,em_cada_canto_do_meu_mundo,jp_ft_danito_tu_es_1,danito_ft_myth_jp_lagrim_as_na_cara,fuck_off_katchorras_canuca_ft_isek,outro_beat_2,17_1"
5648,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
5650,"african_elements_drum_tool,batam_com_a_cabea_a_no_cha_o,fico_a_espera_quer_o_ver_o_fim,kabuki_original_mix,mayan_spirit_original_mix,na_o_quero_vida_de_militar,na_o_sei_se_merea_o,para_que_sonhar,paulo_gama_2,paulo_gama_projectos"
5656,"dj_striker_best_house_summer_party_remix,dj_striker_dont_stop_the_music_remix,dj_striker_rock_this_party_remix,dj_striker_buraka_vs_da_weasel_remix,dj_striker_canta_bahia_remix,dj_striker_gasolina_remix,dj_striker_letas_get_down_remix,dj_striker_rise_up_2007_remix,dj_striker_cascada_vs_kuduro_remix,dj_striker_what_is_love_2008_remix"
5661,"da_me_a_tua_ma_o,fim_na_dor,baby_dont_cry,deixas_me_louco_1,beautiful_lind_a,choro_por_ti,queremos_paz_1,hoje_em_dia,digo_adeus,anda_la_mexe"
5664,"g_foxx_groupies_2007,kenny_g_ft_g_foxx_para_as_noxas_damas_2007,kenny_g_ft_g_foxx_para_um_grupo_de_wackas_nu_palco_2007,kenny_g_ft_g_foxx_uma_prenda_de_natal_para_o_manucho_2007,kenny_g_minha_princesa_enova_a_ao2007,ata_ao_fim,eu_sou_assim_2,kenny_g_a_minha_desillusao_2007,a_espera_de_ti,amor_ao_hiphop_tuga_2008"
5667,"dj_mvboss_a_pa_bora,dj_mvboss_right_nowww,dj_mvboss_some_trance,dj_mvboss_stop_and_go,dj_mvboss_thats_right,best_of_trance_2008,disco_dance_rhythm,a_sa_s_com_a_nostalgia,msn_ft_danito,jp_onde_estas_tu"
5669,"de_bar_em_bar,cafuna,fim_de_tarde,lea_ozinho,para_lennon_e_mc_cartney,pedaa_os_de_mim_adriano_santhana_e_thiago_moreno,refavela,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track"
5672,"100_voca,sempre_foi_assim_1,when_the_night_falls,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2"
5674,"make_love_in_this_club_by_dj_no_sense,oh_la_la_la_by_dj_no_sense,she_wants_it_by_dj_no_sense,sound_a_f_freedom_by_dj_no_sense,wash_my_world_by_dj_no_sense,a_minha_hista_ria_ft_missy_e_gijoe,a_minha_outra_hista_ria,san_francisco_dreaming_by_dj_no_sense,50_cente_o_bit,all_ever_wanted_by_dj_no_sense"
5678,"aftermath,ambiguous_relation,a_minha_hista_ria_ft_missy_e_gijoe,ao_rubro,a_proibido,a_queda_do_paradoxo,armada,art_di_um_cultura,as_the_water_slowly_fills_our_lungs,benediction"
5682,"aquarela_sem_cores,baia_o_pra_sa_mone,brock_and_hungry_pra_produa_a_o,fool_for_love,help_me_ao_vivo,horizonte_infinito,iraci_473,olhares_do_metra,start_it_up,thatas_the_way_the_blues_como_out_of_me"
5687,"ta_pioneiro_ft_ag_ir_som_tuga_par,se_amanha,revoltado_eu_faa_o_hiphop_mixtape_poet,a_minha_hista_ria_ft_missy_e_gijoe,fuck_off_katchorras_canuca_ft_isek,na_o_posso_ficar_calado,sem_ti,tamawitah_es_essencial,ntk_da_me_a_oportunidade_2007,flute_for_r_kirk"
5689,"african_elements_drum_tool,batam_com_a_cabea_a_no_cha_o,fico_a_espera_quer_o_ver_o_fim,kabuki_original_mix,mayan_spirit_original_mix,na_o_quero_vida_de_militar,na_o_sei_se_merea_o,para_que_sonhar,paulo_gama_2,paulo_gama_projectos"
5692,"eu_estou_aqui_1,ft_sky_a_maior_das_estrelas,my_love_por_ti_132_remix_feat_132,my_love_por_ti_so_cool88_remix_feat_tibas,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar"
5694,"positive_lucon_e_azteka_maste_r_g_freestyle,azteka_ft_lyrisista_assim_que_fazem_os_puros,debora_ft_azteka_lucone_no_refra_o_sentimento_amo_r,dih_p_unit_ft_azteka_entre_o_bem_e_o_mal,positive_ft_real_mc_mentalizado_azteka_festa_e_nossa,diurna_azteka_shadow_nigga_improviso,guerra_fria_parte_2_1,layah_ft_azteka_nigga_respeita,lucone_ft_azteka_south_side_seixal_street_na_night,somos_soldados_unidos"
5701,"asher_momentos_da_vida_promo_2007,danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim,destino_traa_ado_canuca,jp_ft_danito_ainda_penso_em_ti,ntk_da_me_a_oportunidade_2007,resposta_ao_kamel_estiga,tamawitah_es_essencial,eras_a_minha_ft_ntk,pinilha_ft_kannuka_espelho_teu,danito_ft_myth_jp_lagrimas_na_cara"
5713,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
5715,"ana_o_sei_na_o,adeus_1,blue_interval_franco_piccinno,d_d_d_za_soares,era_uma_vez_za_soares,lisboa_franco_piccino,sogno_na_37_massimo_cavalli,viagem_x_za_soares,the_g_para_ti_ma_e,a_homen_valha_te_deus"
5725,"bluz,it_hurts,relaxing,howling_a_pray_for_wolf,this_only_happens_on_the_road,all_right,erguer_belico,jawelcom_moblack_amin_livre_bombaclak,keres_ser_o_valete,kyword_compilado"
5726,"bluz,it_hurts,relaxing,howling_a_pray_for_wolf,this_only_happens_on_the_road,all_right,hm_sentimento_em_sila_ncio_ft_major,hm_vale_a_pena_voltar_atras_ft_kute_gash,hm_vsilva_ja_nao_aguento_acabou,hm_duvidas_do_talento"
5727,"bluz,it_hurts,relaxing,howling_a_pray_for_wolf,this_only_happens_on_the_road,all_right,hm_sentimento_em_sila_ncio_ft_major,hm_vale_a_pena_voltar_atras_ft_kute_gash,hm_vsilva_ja_nao_aguento_acabou,hm_duvidas_do_talento"
5730,"bluz,it_hurts,relaxing,howling_a_pray_for_wolf,this_only_happens_on_the_road,all_right,hm_sentimento_em_sila_ncio_ft_major,hm_vale_a_pena_voltar_atras_ft_kute_gash,hm_vsilva_ja_nao_aguento_acabou,hm_duvidas_do_talento"
5731,"kutegash_porque_nao_mudas_por_mim,coneca_ao,fuck_off_katchorras_canuca_ft_isek,a_nossa_ultima_homenagem_pedr_o,fica_comigo,hm_sente_meu_ataque,dj_striker_buraka_vs_da_weasel_remix,hm_sentimento_em_sila_ncio_ft_major,destino_traa_ado_canuca,jawelcom_moblack_amin_livre_bombaclak"
5750,"aftermath,ambiguous_relation,a_minha_hista_ria_ft_missy_e_gijoe,ao_rubro,a_proibido,a_queda_do_paradoxo,armada,art_di_um_cultura,as_the_water_slowly_fills_our_lungs,benediction"
5751,"baby_girl_volta_para_mim,hora_da_verdade,madalena,arrependimento,definia_a_o_de_vida,nao_deixes_q_a_vida_fuja_de_ti,querem_beef,debora_ft_azteka_lucone_no_refra_o_sentimento_amo_r,desculpa_foi_um_erro_2008,sem_ti_ft_ntk_ikaruz_mind"
5752,"dj_pak_rise_up_vocal_yves_larock_tribal_expecial,fuck_off_katchorras_canuca_ft_isek,ta_pioneiro_ft_ag_ir_som_tuga_par,dj_pak_by_champions_league,dj_pak_mind_control_fauvrelle_tribal_mix,eu_apoio_o_bairro_para_o_bairro_me_apoiar,a_minha_luta,rap_nao_vai_parar_remix_monte_kapta_arrentela,acabou_noites_ritual_2006,destino_traa_ado_canuca"
5765,"cosmonauts_go_to_heaven,desafio_principal,mafia_urbana,muggy,na_o_sei,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas"
5769,"1_dia_one_day_mc_fly_feat_ronald_isley,4a_rua_do_punchline_ft_xoye_pecini_rokha_joyo,50_cente_o_bit,aguenta_o_meu_peso_prod_xoye,alma_ga_mea,amarte_ei_para_sempre,a_minha_vida_mc_saraiva,amizade_3,amizade_verdadeira_feat_katy,amor_de_avo"
5770,"jawelcom_moblack_amin_livre_bombaclak,dred_pika_e_mascote_basta_fora_a_e_vontade,keres_ser_o_valete,kyword_compilado,malabarismo_verbal_feat_versatil,vida_de_guetto,danito_ft_myth_jp_lagrimas_na_cara,danito_tarde_demais,difusa_o_ficaram_a_olhar_2009,guerra_de_vida"
5780,"dalailight,follow_the_line,life_1,old_man,art_of_living,as_the_water_slowly_fills_our_lungs,black_symphony,bloody_mistress,broken_system_1,conquer"
5781,"06_from_the_chair,08_utopian,12_dead_language,13_rosa,13_wrong_choices,19_magic,1a_afinaa_a_o_original,24_7_riot,a_abrila,about_you"
5782,"triple_shit,na_street_facam_clic,stealth_linha_de_atake_beat,so_te_digo_a_uma_coisa_beef,a_arte_mais_bela,noite_da_traia_ao_ft_joker_74,mortex_pensei_nisto_street_mix_tape_antecipaa_a_o,porke_na_sou_deus,resposta_ao_kamel_estiga,danito_ft_myth_jp_lagrimas_na_cara"
5784,"ke_ke_foi,ke_se_foda,foge_runaway_remix,fuck_off_katchorras_canuca_ft_isek,espa_cie_doente,pre_producao_sou_feliz,volta_para_mim,resposta_ao_kamel_estiga,sexy_katrefa_p_am_lady_1,destino_traa_ado_canuca"
5785,"coneca_ao,hm_sente_meu_ataque,dj_striker_buraka_vs_da_weasel_remix,hm_sentimento_em_sila_ncio_ft_major,a_nossa_ultima_homenagem_pedr_o,fica_comigo,destino_traa_ado_canuca,fuck_off_katchorras_canuca_ft_isek,na_o_posso_ficar_calado,resposta_ao_kamel_estiga"
5788,"cdk,fuck_off_katchorras_canuca_ft_isek,tetra_xg,destino_traa_ado_canuca,resposta_ao_kamel_estiga,sa_sucesso_the_summer_arrived_vol_4_2006_cd1_01_batata_mc_ft_deus_verbal_marreco_mc_dama_anda_ca,desiludido_nu_amor_myslo_ft_canuca,puro_avacalho_cuss_intro,ta_pioneiro_ft_ag_ir_som_tuga_par,danito_ft_myth_jp_lagrim_as_na_cara"
5789,"echo,whisper_1,cristal,growth,electro_popstar,waterfoam,rasa_kitty,2k4,help_me_dolly,its_lovely"
5793,"asher_momentos_da_vida_promo_2007,danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim,destino_traa_ado_canuca,jp_ft_danito_ainda_penso_em_ti,ntk_da_me_a_oportunidade_2007,resposta_ao_kamel_estiga,tamawitah_es_essencial,eras_a_minha_ft_ntk,pinilha_ft_kannuka_espelho_teu,danito_ft_myth_jp_lagrimas_na_cara"
5796,"saudades_de_coimbra,cana_a_o_da_infa_ncia,variaa_a_es_em_sol_maior_de_artur_paredes,asas_brancas,traz_outro_amigo_tamba_m_2,coimbra_menina_e_moa_a_ao_vivo_em_portel_28_10,1a_afinaa_a_o_original,trova_do_vento_que_passa,caminhada_original,pomba_serena_original"
5800,"pikas_marco_ft_criminal_g_desgraa_a_de_uma_life_jc_records_1,criminal_g_sem_ti_na_o_da_vanessa,postcard_canyons,the_bear,fico_a_espera_quer_o_ver_o_fim,dividir_por_dois_1,ra_pido_1,danito_ft_myth_jp_lagrimas_na_cara,frankye_johnny,que_amor_na_o_me_engana"
5801,"refuge,slide_with_me,your_guide,angelita,betty_davis_eyes,cairo_versa_o_de_tema_dos_taxi,every_breath_you_take_1,long_as_i_can_see_the_light,wicked_games,turning_around"
5804,"dois_kizomba,sempre_foi_assim_1,when_the_night_falls,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2"
5808,"a_para_ti,as_portas_do_inferno,ghero_gangster_ft_ilusa_o_bobs_entra_no_jogo,mafia_crew_bandidagem_do_park,mafia_crew_drama,mafiacrew_imagina,mafia_crew_intervencao,mafia_crew_kat_m_1,mafia_crew_nao_se_passa_nada_mp3,mafia_crew_putas_droga_vinho_1"
5809,"coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia,mctropas_o_peso_da_culpa_r_i_p_filha,desbafos_momenta_neos,desculpa_eu_ser_assim,o_amor_a_raro,18_pea_o_te_ft_mc_bone,apesar_de_tudo_eu_amo_te_ft_hugoge_tdg_2008,inalteravel_kolateral_ft_am,os_momentos_que_passo_contigo,princesa_quero_te_aqui"
5819,"as_the_water_slowly_fills_our_lungs,bo_ten_qu_luta,break_it,can_you_hear_me_feat_arthur_v_d_horst,disco_dance_rhythm,dj_pak_erasmus_remix_2008,dj_pak_intro_set_2007,dj_pak_mind_control_fauvrelle_tribal_mix,dj_pak_new_set_for_october07_for_sound_excluxive_the_fox,dj_pak_shine_on_r_i_o_tribal_sound_remix_2008"
5820,"a_abrila,bluz,cana_a_o_do_mar,cris,dana_a_das_flores,deus_te_guarde,doce_de_coco,dominguiando,festa_1,garota_de_ipanema_new"
5822,"01_dia_de_sol_no_paraiso,1_copu,all_right,a_vida_a_agora,cavaco_blues,cool_moment,faces,help_me_ao_vivo,malibu_riders,nada"
5823,"beyond_the_gates_of_knowledge,end_of_times,afterdeath_world_deformed_by_man,inhumanart,make_them_burn,nameless_cerveja_locked,nameless_consumed_by_hate,nameless_nameless,nameless_the_overcome_of_the_portuguese_bastards,na_o_quero_doses_demais"
5824,"6_da_manha,abre_a_janela,a_homen_valha_te_deus,a_linda_portuguesa,a_minha_guitarra,ana_o_sei_na_o,a_pra_casar_diogo_leite,atraso_do_destino,a_za_tira_a_ma_o_da_gaita,cigana_linda"
5829,"o_amor_a_raro,foi_assim_1,vem_pa_pa_de_mim,o_meu_destino_2008,foi_com_um_olhar,princesa_quero_te_aqui,hey_girl_ft_ntk,welcome_ls,amizade_na_o_se_vende,nunca_mudei_ft_ntk"
5834,"cabana,cigana_linda,morena_ai_ai,la_longe,no_reino_puro_do_amor,a_a_ltima_mulher,amor_divino,boa_sorte,coraa_a_o_esquea_ido,enredo_do_meu_samba"
5842,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
5843,"apresentaa_a_o_formal,bloco111_a_dor_doi,bloco111_bons_momentos_km_pika_dos_rapadura,bloco111_canti_gas_do_monte,bloco111_fado_fardo_ghetto_stress,bloco111_faz_a_tua_nuvem,bloco111_thug_b111_levanta_a_cabea_a_thug,coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia,inato_ft_infiltrado_amor_sofrimento,inato_ft_infiltrado_be_be_beef_era_o_que_que_que_queriam_diss_toppo"
